transaction_id,customer_id,product_name,category,transaction_date,quantity,price,region
1229,C0340,Cola 500ml,Beverages,2025-01-26,5,1.2,Port Harcourt
1230,C1502,Biscuit 50g,Snacks,2025-08-01,2,0.8,Lagos
1231,C0849,Chips 170g,Snacks,2025-06-22,8,2.5,Lagos
1232,C0179,Water 1.5L,Beverages,2025-04-13,3,0.9,Lagos
1233,C0361,Chips 250g,Snacks,2024-10-13,9,3.0,Lagos
1234,C0367,Cheese 200g,Dairy,2025-06-18,9,4.5,Abuja
1235,C1024,Chips 250g,Snacks,2025-07-07,6,3.0,Ibadan
1236,C0364,Juice 1L,Beverages,2025-02-19,10,3.0,Port Harcourt
1237,C0960,Cheese 200g,Dairy,2024-10-10,6,4.5,Port Harcourt
1238,C0944,Milk 1L,Dairy,2025-06-05,10,2.2,Lagos
1239,C0645,Yogurt 150g,Dairy,2025-08-04,8,1.5,Abuja
1240,C0379,Juice 1L,Beverages,2025-06-22,7,3.0,Abuja
1241,C0675,Yogurt 150g,Dairy,2024-09-05,8,1.5,Lagos
1242,C0721,Yogurt 150g,Dairy,2024-10-08,5,1.5,Abuja
1243,C1502,Cheese 200g,Dairy,2024-11-03,5,4.5,Lagos
1244,C1567,Water 1.5L,Beverages,2024-12-28,5,0.9,Kano
1245,C1620,Milk 1L,Dairy,2025-02-28,1,2.2,Ibadan
1246,C1167,Juice 1L,Beverages,2025-07-02,8,3.0,Ibadan
1247,C0307,Cheese 200g,Dairy,2024-11-20,9,4.5,Port Harcourt
1248,C0778,Milk 1L,Dairy,2025-02-10,2,2.2,Abuja
1249,C1181,Yogurt 150g,Dairy,2025-06-25,2,1.5,Ibadan
1250,C1635,Chips 170g,Snacks,2024-10-13,3,2.5,Abuja
1251,C1490,Cheese 200g,Dairy,2025-05-31,7,4.5,Lagos
1252,C1185,Milk 1L,Dairy,2025-01-09,9,2.2,Port Harcourt
1253,C1788,Milk 1L,Dairy,2025-04-24,5,2.2,Kano
1254,C0792,Biscuit 50g,Snacks,2024-12-12,4,0.8,Kano
1255,C0573,Yogurt 150g,Dairy,2025-01-31,4,1.5,Port Harcourt
1256,C0124,Yogurt 150g,Dairy,2024-12-01,4,1.5,Lagos
1257,C1642,Chips 170g,Snacks,2024-11-09,8,2.5,Lagos
1258,C0071,Milk 1L,Dairy,2024-09-09,5,2.2,Kano
1259,C1543,Chips 170g,Snacks,2025-01-22,9,2.5,Abuja
1260,C0554,Juice 1L,Beverages,2024-09-06,1,3.0,Lagos
1261,C1413,Juice 1L,Beverages,2024-08-26,7,3.0,Kano
1262,C0005,Chips 170g,Snacks,2025-03-06,3,2.5,Abuja
1263,C0353,Yogurt 150g,Dairy,2024-12-14,8,1.5,Port Harcourt
1264,C1359,Juice 1L,Beverages,2025-05-23,6,3.0,Port Harcourt
1265,C0076,Cheese 200g,Dairy,2025-01-30,4,4.5,Port Harcourt
1266,C1178,Milk 1L,Dairy,2024-11-05,2,2.2,Ibadan
1267,C0691,Milk 1L,Dairy,2025-04-04,4,2.2,Lagos
1268,C1903,Cola 500ml,Beverages,2025-03-27,8,1.2,Port Harcourt
1269,C1445,Water 1.5L,Beverages,2024-10-27,5,0.9,Port Harcourt
1270,C1982,Biscuit 50g,Snacks,2025-04-25,6,0.8,Kano
1271,C1651,Chips 170g,Snacks,2024-10-21,9,2.5,Port Harcourt
1272,C0412,Cheese 200g,Dairy,2024-10-10,5,4.5,Abuja
1273,C1112,Yogurt 150g,Dairy,2025-05-01,2,1.5,Abuja
1274,C1663,Juice 1L,Beverages,2024-09-25,8,3.0,Abuja
1275,C0844,Water 1.5L,Beverages,2025-04-18,2,0.9,Ibadan
1276,C1963,Biscuit 50g,Snacks,2024-12-06,8,0.8,Port Harcourt
1277,C1070,Milk 1L,Dairy,2024-10-12,5,2.2,Lagos
1278,C1014,Cheese 200g,Dairy,2024-08-24,7,4.5,Port Harcourt
1279,C1055,Milk 1L,Dairy,2024-09-06,10,2.2,Kano
1280,C1603,Biscuit 50g,Snacks,2025-03-24,10,0.8,Lagos
1281,C0933,Cheese 200g,Dairy,2024-10-12,10,4.5,Kano
1282,C1089,Chips 250g,Snacks,2025-07-07,10,3.0,Abuja
1283,C1299,Chips 250g,Snacks,2024-08-17,1,3.0,Port Harcourt
1284,C0128,Yogurt 150g,Dairy,2025-08-11,6,1.5,Lagos
1285,C1929,Cheese 200g,Dairy,2024-11-11,3,4.5,Kano
1286,C1592,Cheese 200g,Dairy,2025-05-09,9,4.5,Abuja
1287,C1071,Cheese 200g,Dairy,2025-02-03,4,4.5,Ibadan
1288,C1732,Milk 1L,Dairy,2025-08-06,5,2.2,Abuja
1289,C1765,Biscuit 50g,Snacks,2025-07-17,4,0.8,Port Harcourt
1290,C1066,Yogurt 150g,Dairy,2025-04-22,8,1.5,Abuja
1291,C0751,Water 1.5L,Beverages,2024-10-14,2,0.9,Abuja
1292,C1855,Cheese 200g,Dairy,2024-11-24,7,4.5,Ibadan
1293,C1513,Cola 500ml,Beverages,2024-10-02,8,1.2,Lagos
1294,C1980,Chips 170g,Snacks,2024-09-14,1,2.5,Abuja
1295,C0950,Biscuit 50g,Snacks,2025-07-11,7,0.8,Port Harcourt
1296,C0757,Yogurt 150g,Dairy,2024-12-08,8,1.5,Kano
1297,C0176,Water 1.5L,Beverages,2024-09-08,10,0.9,Abuja
1298,C0514,Cola 500ml,Beverages,2025-08-07,4,1.2,Lagos
1299,C0421,Cola 500ml,Beverages,2025-06-29,9,1.2,Port Harcourt
1300,C0444,Cheese 200g,Dairy,2025-03-20,4,4.5,Abuja
1301,C1235,Water 1.5L,Beverages,2024-12-08,5,0.9,Ibadan
1302,C1861,Water 1.5L,Beverages,2025-05-11,3,0.9,Kano
1303,C0348,Milk 1L,Dairy,2024-11-14,8,2.2,Kano
1304,C0530,Water 1.5L,Beverages,2025-01-13,1,0.9,Ibadan
1305,C1199,Water 1.5L,Beverages,2024-11-28,3,0.9,Kano
1306,C1876,Cheese 200g,Dairy,2025-02-22,3,4.5,Abuja
1307,C0357,Chips 170g,Snacks,2025-03-18,5,2.5,Port Harcourt
1308,C0568,Milk 1L,Dairy,2025-05-25,4,2.2,Abuja
1309,C1158,Cola 500ml,Beverages,2025-05-19,9,1.2,Port Harcourt
1310,C1861,Cheese 200g,Dairy,2025-04-13,6,4.5,Kano
1311,C1363,Juice 1L,Beverages,2024-08-18,2,3.0,Kano
1312,C0270,Biscuit 50g,Snacks,2025-02-08,3,0.8,Abuja
1313,C0282,Water 1.5L,Beverages,2025-07-21,8,0.9,Port Harcourt
1314,C1830,Cheese 200g,Dairy,2024-11-01,10,4.5,Port Harcourt
1315,C1742,Yogurt 150g,Dairy,2024-09-29,3,1.5,Port Harcourt
1316,C1345,Cola 500ml,Beverages,2024-12-10,6,1.2,Lagos
1317,C1623,Chips 170g,Snacks,2024-11-03,7,2.5,Ibadan
1318,C1060,Cheese 200g,Dairy,2025-03-05,7,4.5,Port Harcourt
1319,C1794,Cola 500ml,Beverages,2025-04-10,2,1.2,Abuja
1320,C1952,Cola 500ml,Beverages,2025-08-07,2,1.2,Ibadan
1321,C0108,Cola 500ml,Beverages,2025-03-28,7,1.2,Lagos
1322,C1935,Biscuit 50g,Snacks,2025-03-11,5,0.8,Port Harcourt
1323,C0688,Milk 1L,Dairy,2025-01-21,8,2.2,Kano
1324,C1119,Biscuit 50g,Snacks,2024-10-21,6,0.8,Lagos
1325,C1635,Cola 500ml,Beverages,2024-09-29,4,1.2,Kano
1326,C1061,Chips 170g,Snacks,2025-06-01,5,2.5,Ibadan
1327,C1711,Water 1.5L,Beverages,2025-06-25,6,0.9,Ibadan
1328,C0616,Cola 500ml,Beverages,2024-10-07,3,1.2,Ibadan
1329,C0746,Biscuit 50g,Snacks,2024-10-03,10,0.8,Abuja
1330,C0414,Milk 1L,Dairy,2025-01-13,8,2.2,Lagos
1331,C1989,Milk 1L,Dairy,2025-03-09,4,2.2,Port Harcourt
1332,C0450,Chips 250g,Snacks,2024-09-14,10,3.0,Ibadan
1333,C1785,Juice 1L,Beverages,2024-10-13,1,3.0,Kano
1334,C1833,Yogurt 150g,Dairy,2025-08-12,1,1.5,Abuja
1335,C1645,Milk 1L,Dairy,2024-08-29,9,2.2,Ibadan
1336,C1047,Cheese 200g,Dairy,2025-04-01,2,4.5,Kano
1337,C1947,Water 1.5L,Beverages,2025-03-19,2,0.9,Port Harcourt
1338,C0959,Cheese 200g,Dairy,2025-02-02,2,4.5,Kano
1339,C1471,Milk 1L,Dairy,2024-08-28,3,2.2,Kano
1340,C1457,Yogurt 150g,Dairy,2025-07-10,4,1.5,Lagos
1341,C1995,Water 1.5L,Beverages,2025-02-14,7,0.9,Lagos
1342,C1260,Cola 500ml,Beverages,2024-11-10,4,1.2,Port Harcourt
1343,C1048,Yogurt 150g,Dairy,2025-05-16,10,1.5,Lagos
1344,C1028,Juice 1L,Beverages,2025-05-14,9,3.0,Ibadan
1345,C0241,Cola 500ml,Beverages,2024-11-08,9,1.2,Abuja
1346,C0201,Chips 170g,Snacks,2024-10-17,2,2.5,Kano
1347,C0115,Cola 500ml,Beverages,2025-05-29,8,1.2,Kano
1348,C1076,Chips 250g,Snacks,2025-05-22,1,3.0,Port Harcourt
1349,C0199,Yogurt 150g,Dairy,2025-02-19,9,1.5,Abuja
1350,C1621,Cheese 200g,Dairy,2024-09-05,2,4.5,Port Harcourt
1351,C1298,Cheese 200g,Dairy,2024-09-02,5,4.5,Lagos
1352,C1596,Biscuit 50g,Snacks,2024-10-04,7,0.8,Kano
1353,C1318,Chips 250g,Snacks,2025-08-01,4,3.0,Kano
1354,C1586,Cola 500ml,Beverages,2025-03-17,7,1.2,Lagos
1355,C1690,Chips 250g,Snacks,2025-01-20,8,3.0,Kano
1356,C1081,Biscuit 50g,Snacks,2025-04-11,2,0.8,Kano
1357,C1741,Chips 250g,Snacks,2025-05-01,7,3.0,Kano
1358,C0187,Juice 1L,Beverages,2025-05-03,2,3.0,Ibadan
1359,C0848,Chips 170g,Snacks,2025-04-04,3,2.5,Lagos
1360,C0256,Milk 1L,Dairy,2025-02-17,10,2.2,Port Harcourt
1361,C1033,Biscuit 50g,Snacks,2025-02-04,3,0.8,Lagos
1362,C0619,Water 1.5L,Beverages,2024-12-01,5,0.9,Abuja
1363,C1878,Cheese 200g,Dairy,2025-01-26,10,4.5,Ibadan
1364,C1381,Biscuit 50g,Snacks,2024-10-09,6,0.8,Abuja
1365,C0972,Yogurt 150g,Dairy,2025-01-20,2,1.5,Abuja
1366,C0621,Milk 1L,Dairy,2024-11-06,2,2.2,Ibadan
1367,C0893,Juice 1L,Beverages,2024-11-03,5,3.0,Ibadan
1368,C1847,Biscuit 50g,Snacks,2025-01-04,10,0.8,Ibadan
1369,C1312,Chips 250g,Snacks,2025-03-25,9,3.0,Kano
1370,C0943,Chips 250g,Snacks,2025-02-07,9,3.0,Ibadan
1371,C1006,Cheese 200g,Dairy,2024-08-18,4,4.5,Abuja
1372,C1869,Cheese 200g,Dairy,2024-12-12,2,4.5,Port Harcourt
1373,C0701,Milk 1L,Dairy,2024-12-06,8,2.2,Abuja
1374,C1664,Chips 170g,Snacks,2024-12-18,4,2.5,Ibadan
1375,C1550,Yogurt 150g,Dairy,2025-05-24,7,1.5,Kano
1376,C1703,Biscuit 50g,Snacks,2024-11-07,3,0.8,Lagos
1377,C0658,Chips 250g,Snacks,2025-02-01,1,3.0,Abuja
1378,C1329,Chips 170g,Snacks,2024-09-23,7,2.5,Lagos
1379,C1372,Cola 500ml,Beverages,2024-10-09,3,1.2,Lagos
1380,C1419,Yogurt 150g,Dairy,2024-10-10,3,1.5,Kano
1381,C1331,Juice 1L,Beverages,2024-10-26,9,3.0,Abuja
1382,C0213,Water 1.5L,Beverages,2024-11-23,6,0.9,Abuja
1383,C1476,Yogurt 150g,Dairy,2025-07-01,1,1.5,Ibadan
1384,C0726,Cola 500ml,Beverages,2025-07-25,8,1.2,Kano
1385,C1376,Cheese 200g,Dairy,2025-05-14,1,4.5,Abuja
1386,C1676,Juice 1L,Beverages,2024-12-14,3,3.0,Kano
1387,C0530,Yogurt 150g,Dairy,2024-11-28,5,1.5,Port Harcourt
1388,C0265,Juice 1L,Beverages,2025-07-06,1,3.0,Ibadan
1389,C1830,Cheese 200g,Dairy,2025-08-01,2,4.5,Port Harcourt
1390,C0441,Yogurt 150g,Dairy,2024-11-15,10,1.5,Ibadan
1391,C1477,Cheese 200g,Dairy,2025-01-29,1,4.5,Ibadan
1392,C0700,Cola 500ml,Beverages,2025-08-06,9,1.2,Abuja
1393,C0508,Milk 1L,Dairy,2025-01-16,2,2.2,Abuja
1394,C0729,Juice 1L,Beverages,2025-01-08,2,3.0,Ibadan
1395,C0209,Yogurt 150g,Dairy,2025-02-09,10,1.5,Lagos
1396,C0062,Yogurt 150g,Dairy,2025-05-04,10,1.5,Port Harcourt
1397,C1188,Water 1.5L,Beverages,2024-09-19,6,0.9,Lagos
1398,C0919,Milk 1L,Dairy,2024-09-15,3,2.2,Lagos
1399,C1324,Cola 500ml,Beverages,2025-01-18,7,1.2,Port Harcourt
1400,C1878,Water 1.5L,Beverages,2025-02-24,7,0.9,Kano
1401,C1677,Chips 170g,Snacks,2025-01-26,3,2.5,Lagos
1402,C0558,Milk 1L,Dairy,2025-01-24,2,2.2,Abuja
1403,C0138,Chips 250g,Snacks,2024-10-16,9,3.0,Kano
1404,C0755,Milk 1L,Dairy,2025-08-06,4,2.2,Kano
1405,C1896,Chips 170g,Snacks,2025-07-02,10,2.5,Lagos
1406,C1788,Cheese 200g,Dairy,2025-04-21,9,4.5,Abuja
1407,C1846,Biscuit 50g,Snacks,2024-09-08,5,0.8,Abuja
1408,C0756,Yogurt 150g,Dairy,2024-12-26,4,1.5,Lagos
1409,C0624,Water 1.5L,Beverages,2025-04-30,4,0.9,Ibadan
1410,C1858,Chips 250g,Snacks,2024-12-06,4,3.0,Abuja
1411,C0393,Juice 1L,Beverages,2025-02-09,10,3.0,Abuja
1412,C0487,Juice 1L,Beverages,2025-08-15,3,3.0,Ibadan
1413,C0602,Biscuit 50g,Snacks,2025-08-13,8,0.8,Ibadan
1414,C1504,Yogurt 150g,Dairy,2025-07-14,2,1.5,Abuja
1415,C0632,Milk 1L,Dairy,2024-09-26,2,2.2,Port Harcourt
1416,C1069,Water 1.5L,Beverages,2025-01-01,3,0.9,Kano
1417,C1195,Cheese 200g,Dairy,2025-08-06,4,4.5,Abuja
1418,C0440,Cola 500ml,Beverages,2025-03-21,10,1.2,Port Harcourt
1419,C0583,Juice 1L,Beverages,2024-12-12,5,3.0,Ibadan
1420,C1512,Cola 500ml,Beverages,2024-10-03,6,1.2,Port Harcourt
1421,C0299,Water 1.5L,Beverages,2025-07-13,7,0.9,Lagos
1422,C0929,Cola 500ml,Beverages,2024-09-11,6,1.2,Lagos
1423,C0010,Juice 1L,Beverages,2024-09-09,1,3.0,Abuja
1424,C1862,Juice 1L,Beverages,2024-11-23,9,3.0,Port Harcourt
1425,C1911,Juice 1L,Beverages,2024-10-13,7,3.0,Lagos
1426,C0946,Juice 1L,Beverages,2024-10-11,3,3.0,Ibadan
1427,C1490,Chips 250g,Snacks,2025-02-11,9,3.0,Kano
1428,C1068,Chips 170g,Snacks,2024-10-11,3,2.5,Port Harcourt
1429,C1502,Cola 500ml,Beverages,2024-09-02,5,1.2,Lagos
1430,C0828,Cola 500ml,Beverages,2024-10-24,1,1.2,Abuja
1431,C1301,Milk 1L,Dairy,2025-07-12,1,2.2,Port Harcourt
1432,C1651,Milk 1L,Dairy,2024-10-31,5,2.2,Ibadan
1433,C0889,Water 1.5L,Beverages,2025-02-22,10,0.9,Lagos
1434,C1635,Chips 170g,Snacks,2024-09-10,5,2.5,Ibadan
1435,C0431,Milk 1L,Dairy,2025-07-17,4,2.2,Port Harcourt
1436,C1603,Chips 250g,Snacks,2025-07-22,3,3.0,Abuja
1437,C1855,Milk 1L,Dairy,2025-03-17,1,2.2,Abuja
1438,C0420,Cheese 200g,Dairy,2024-12-17,3,4.5,Abuja
1439,C1091,Yogurt 150g,Dairy,2025-03-21,6,1.5,Lagos
1440,C0499,Milk 1L,Dairy,2025-08-05,2,2.2,Lagos
1441,C1017,Cola 500ml,Beverages,2025-03-30,7,1.2,Abuja
1442,C0239,Chips 170g,Snacks,2024-10-24,5,2.5,Port Harcourt
1443,C1216,Biscuit 50g,Snacks,2025-08-09,5,0.8,Kano
1444,C0717,Biscuit 50g,Snacks,2024-11-01,7,0.8,Ibadan
1445,C1191,Cheese 200g,Dairy,2025-04-09,3,4.5,Abuja
1446,C1283,Cola 500ml,Beverages,2025-04-01,2,1.2,Lagos
1447,C0353,Water 1.5L,Beverages,2024-12-01,5,0.9,Port Harcourt
1448,C1570,Chips 250g,Snacks,2025-06-02,1,3.0,Kano
1449,C1814,Chips 250g,Snacks,2025-05-10,8,3.0,Kano
1450,C0190,Milk 1L,Dairy,2025-03-08,8,2.2,Lagos
1451,C0040,Biscuit 50g,Snacks,2025-06-11,8,0.8,Abuja
1452,C1067,Cheese 200g,Dairy,2025-01-25,4,4.5,Ibadan
1453,C0296,Biscuit 50g,Snacks,2025-05-19,2,0.8,Port Harcourt
1454,C1983,Yogurt 150g,Dairy,2025-02-24,5,1.5,Lagos
1455,C1667,Juice 1L,Beverages,2025-03-26,7,3.0,Abuja
1456,C0682,Biscuit 50g,Snacks,2025-02-26,9,0.8,Port Harcourt
1457,C0117,Cola 500ml,Beverages,2025-03-06,3,1.2,Port Harcourt
1458,C1111,Water 1.5L,Beverages,2025-02-28,4,0.9,Abuja
1459,C0479,Water 1.5L,Beverages,2025-06-03,3,0.9,Lagos
1460,C0269,Juice 1L,Beverages,2024-09-29,6,3.0,Port Harcourt
1461,C0316,Yogurt 150g,Dairy,2025-06-22,6,1.5,Lagos
1462,C0958,Juice 1L,Beverages,2024-10-17,5,3.0,Port Harcourt
1463,C1014,Water 1.5L,Beverages,2025-02-23,9,0.9,Kano
1464,C0300,Biscuit 50g,Snacks,2024-10-30,8,0.8,Port Harcourt
1465,C1836,Cheese 200g,Dairy,2024-09-28,10,4.5,Kano
1466,C0198,Biscuit 50g,Snacks,2025-01-27,8,0.8,Abuja
1467,C0306,Cheese 200g,Dairy,2025-06-04,4,4.5,Port Harcourt
1468,C1518,Milk 1L,Dairy,2024-12-13,5,2.2,Lagos
1469,C1127,Milk 1L,Dairy,2025-03-07,7,2.2,Ibadan
1470,C1412,Cheese 200g,Dairy,2024-12-20,9,4.5,Abuja
1471,C1809,Water 1.5L,Beverages,2024-09-02,6,0.9,Lagos
1472,C1737,Water 1.5L,Beverages,2025-06-14,2,0.9,Kano
1473,C0146,Chips 250g,Snacks,2025-04-28,10,3.0,Abuja
1474,C0483,Chips 250g,Snacks,2025-02-13,2,3.0,Port Harcourt
1475,C1502,Yogurt 150g,Dairy,2024-12-09,10,1.5,Ibadan
1476,C0274,Chips 170g,Snacks,2024-08-23,8,2.5,Abuja
1477,C1957,Milk 1L,Dairy,2025-06-18,8,2.2,Port Harcourt
1478,C1058,Water 1.5L,Beverages,2025-01-30,1,0.9,Abuja
1479,C1225,Water 1.5L,Beverages,2024-10-28,10,0.9,Lagos
1480,C0676,Water 1.5L,Beverages,2024-09-02,5,0.9,Ibadan
1481,C0658,Yogurt 150g,Dairy,2024-10-22,4,1.5,Ibadan
1482,C1353,Milk 1L,Dairy,2025-04-14,8,2.2,Ibadan
1483,C1746,Biscuit 50g,Snacks,2025-03-21,10,0.8,Kano
1484,C1609,Cheese 200g,Dairy,2024-10-13,9,4.5,Abuja
1485,C0004,Milk 1L,Dairy,2025-04-07,10,2.2,Abuja
1486,C1641,Cola 500ml,Beverages,2024-12-02,1,1.2,Lagos
1487,C0852,Water 1.5L,Beverages,2025-03-19,8,0.9,Kano
1488,C0192,Juice 1L,Beverages,2024-09-14,9,3.0,Ibadan
1489,C1505,Milk 1L,Dairy,2025-07-08,7,2.2,Ibadan
1490,C0674,Cola 500ml,Beverages,2025-07-24,6,1.2,Abuja
1491,C0886,Cola 500ml,Beverages,2024-12-01,3,1.2,Lagos
1492,C0838,Cola 500ml,Beverages,2025-05-02,10,1.2,Abuja
1493,C1010,Chips 170g,Snacks,2024-08-25,10,2.5,Kano
1494,C0336,Water 1.5L,Beverages,2024-11-21,8,0.9,Lagos
1495,C0315,Milk 1L,Dairy,2025-07-01,3,2.2,Kano
1496,C1993,Juice 1L,Beverages,2025-08-17,10,3.0,Kano
1497,C0958,Biscuit 50g,Snacks,2025-01-13,8,0.8,Lagos
1498,C0888,Water 1.5L,Beverages,2025-07-18,6,0.9,Kano
1499,C0363,Cola 500ml,Beverages,2025-05-20,2,1.2,Abuja
1500,C1582,Milk 1L,Dairy,2024-11-15,5,2.2,Lagos
1501,C0308,Water 1.5L,Beverages,2025-03-08,1,0.9,Port Harcourt
1502,C0976,Chips 250g,Snacks,2025-03-11,9,3.0,Lagos
1503,C1536,Milk 1L,Dairy,2024-10-26,10,2.2,Kano
1504,C0873,Cola 500ml,Beverages,2025-07-23,3,1.2,Ibadan
1505,C0443,Milk 1L,Dairy,2025-05-16,7,2.2,Ibadan
1506,C1841,Juice 1L,Beverages,2025-05-17,9,3.0,Ibadan
1507,C1415,Milk 1L,Dairy,2024-12-08,7,2.2,Abuja
1508,C1207,Yogurt 150g,Dairy,2024-12-26,4,1.5,Kano
1509,C0223,Juice 1L,Beverages,2024-11-28,7,3.0,Abuja
1510,C0229,Chips 170g,Snacks,2025-03-23,6,2.5,Kano
1511,C1646,Chips 250g,Snacks,2025-08-03,7,3.0,Lagos
1512,C0514,Juice 1L,Beverages,2024-11-21,10,3.0,Lagos
1513,C0331,Cola 500ml,Beverages,2025-04-12,7,1.2,Abuja
1514,C1962,Water 1.5L,Beverages,2025-03-10,1,0.9,Kano
1515,C0546,Biscuit 50g,Snacks,2025-03-14,6,0.8,Abuja
1516,C1803,Yogurt 150g,Dairy,2024-12-14,5,1.5,Abuja
1517,C0451,Chips 250g,Snacks,2024-08-21,9,3.0,Kano
1518,C0319,Cola 500ml,Beverages,2024-12-24,9,1.2,Port Harcourt
1519,C1687,Chips 250g,Snacks,2025-01-27,5,3.0,Abuja
1520,C1382,Water 1.5L,Beverages,2024-10-26,1,0.9,Lagos
1521,C1536,Milk 1L,Dairy,2025-03-20,4,2.2,Port Harcourt
1522,C1660,Milk 1L,Dairy,2024-12-30,2,2.2,Abuja
1523,C0912,Chips 250g,Snacks,2025-01-21,8,3.0,Abuja
1524,C0297,Water 1.5L,Beverages,2025-01-10,9,0.9,Lagos
1525,C1881,Cheese 200g,Dairy,2024-08-24,10,4.5,Port Harcourt
1526,C1145,Biscuit 50g,Snacks,2025-05-10,1,0.8,Abuja
1527,C0296,Cola 500ml,Beverages,2025-06-26,3,1.2,Abuja
1528,C1401,Chips 250g,Snacks,2025-03-01,7,3.0,Kano
1529,C0320,Water 1.5L,Beverages,2025-06-15,6,0.9,Port Harcourt
1530,C0818,Milk 1L,Dairy,2025-05-18,1,2.2,Ibadan
1531,C0973,Cola 500ml,Beverages,2025-08-09,6,1.2,Abuja
1532,C1268,Yogurt 150g,Dairy,2024-09-13,4,1.5,Ibadan
1533,C0137,Yogurt 150g,Dairy,2025-08-14,9,1.5,Port Harcourt
1534,C1848,Cheese 200g,Dairy,2025-06-14,6,4.5,Lagos
1535,C0585,Biscuit 50g,Snacks,2025-02-21,7,0.8,Ibadan
1536,C1747,Biscuit 50g,Snacks,2024-09-25,7,0.8,Kano
1537,C1489,Cola 500ml,Beverages,2025-07-02,6,1.2,Ibadan
1538,C0673,Biscuit 50g,Snacks,2025-03-29,4,0.8,Abuja
1539,C1639,Milk 1L,Dairy,2025-04-14,6,2.2,Lagos
1540,C0817,Water 1.5L,Beverages,2024-10-26,6,0.9,Lagos
1541,C0586,Water 1.5L,Beverages,2024-12-02,8,0.9,Kano
1542,C1317,Chips 250g,Snacks,2025-03-02,9,3.0,Abuja
1543,C0127,Biscuit 50g,Snacks,2025-04-08,10,0.8,Abuja
1544,C0543,Juice 1L,Beverages,2025-04-10,3,3.0,Abuja
1545,C0424,Cheese 200g,Dairy,2025-05-08,2,4.5,Kano
1546,C0686,Milk 1L,Dairy,2024-11-17,7,2.2,Port Harcourt
1547,C0443,Water 1.5L,Beverages,2025-06-08,10,0.9,Port Harcourt
1548,C0823,Chips 250g,Snacks,2025-01-02,10,3.0,Abuja
1549,C0778,Chips 170g,Snacks,2024-10-05,5,2.5,Ibadan
1550,C1218,Chips 170g,Snacks,2024-12-21,4,2.5,Port Harcourt
1551,C1610,Biscuit 50g,Snacks,2025-06-26,7,0.8,Ibadan
1552,C0553,Yogurt 150g,Dairy,2025-05-21,7,1.5,Abuja
1553,C0995,Cola 500ml,Beverages,2025-06-12,1,1.2,Port Harcourt
1554,C0710,Milk 1L,Dairy,2025-07-24,1,2.2,Kano
1555,C1044,Water 1.5L,Beverages,2025-01-18,4,0.9,Lagos
1556,C1610,Milk 1L,Dairy,2025-05-14,7,2.2,Abuja
1557,C1587,Chips 250g,Snacks,2025-03-13,8,3.0,Ibadan
1558,C0029,Cola 500ml,Beverages,2024-12-25,7,1.2,Lagos
1559,C1478,Chips 170g,Snacks,2025-08-07,9,2.5,Lagos
1560,C0093,Cheese 200g,Dairy,2024-11-04,5,4.5,Port Harcourt
1561,C0472,Milk 1L,Dairy,2025-06-13,1,2.2,Abuja
1562,C0425,Juice 1L,Beverages,2025-05-19,1,3.0,Lagos
1563,C1018,Biscuit 50g,Snacks,2025-03-22,2,0.8,Kano
1564,C0217,Milk 1L,Dairy,2025-02-16,7,2.2,Ibadan
1565,C1225,Yogurt 150g,Dairy,2025-02-28,5,1.5,Kano
1566,C1937,Yogurt 150g,Dairy,2025-04-08,5,1.5,Ibadan
1567,C1646,Cola 500ml,Beverages,2024-10-30,8,1.2,Port Harcourt
1568,C1736,Chips 250g,Snacks,2025-06-19,8,3.0,Port Harcourt
1569,C0761,Cola 500ml,Beverages,2025-03-23,4,1.2,Ibadan
1570,C1055,Biscuit 50g,Snacks,2025-04-10,1,0.8,Abuja
1571,C1674,Cola 500ml,Beverages,2025-01-28,10,1.2,Kano
1572,C0145,Cola 500ml,Beverages,2025-03-11,5,1.2,Abuja
1573,C0934,Chips 170g,Snacks,2024-12-03,2,2.5,Port Harcourt
1574,C1869,Juice 1L,Beverages,2025-07-15,2,3.0,Lagos
1575,C0405,Yogurt 150g,Dairy,2025-05-26,9,1.5,Port Harcourt
1576,C0480,Cola 500ml,Beverages,2024-09-25,5,1.2,Kano
1577,C0556,Chips 170g,Snacks,2024-09-12,1,2.5,Abuja
1578,C1660,Biscuit 50g,Snacks,2024-12-25,10,0.8,Kano
1579,C1658,Juice 1L,Beverages,2025-06-09,4,3.0,Kano
1580,C0877,Cola 500ml,Beverages,2025-03-11,6,1.2,Abuja
1581,C1669,Cola 500ml,Beverages,2025-01-19,7,1.2,Abuja
1582,C1446,Biscuit 50g,Snacks,2024-09-11,3,0.8,Port Harcourt
1583,C0683,Chips 250g,Snacks,2024-09-23,4,3.0,Abuja
1584,C1986,Juice 1L,Beverages,2024-09-12,4,3.0,Abuja
1585,C1979,Yogurt 150g,Dairy,2024-12-26,7,1.5,Port Harcourt
1586,C1198,Yogurt 150g,Dairy,2025-07-22,1,1.5,Port Harcourt
1587,C0887,Yogurt 150g,Dairy,2025-08-04,5,1.5,Ibadan
1588,C1265,Yogurt 150g,Dairy,2025-01-18,1,1.5,Abuja
1589,C1822,Chips 250g,Snacks,2025-07-05,9,3.0,Port Harcourt
1590,C0709,Juice 1L,Beverages,2025-01-29,3,3.0,Kano
1591,C1541,Cola 500ml,Beverages,2025-04-11,9,1.2,Lagos
